versionCreated,text,storyId,sourceCode
2022-11-09 09:22:57+00:00,UPDATE 2-Lender PCF to withdraw from UK market after rescue fails,urn:newsml:newswire.refinitiv.com:20221109:nL4N32525G:1,NS:RTRS
2022-11-08 17:04:31+00:00,BRIEF-NatWest Group Disloses 16.66% Stake In Permanent TSB Group Holdings As Of Nov 7 - Filing,urn:newsml:newswire.refinitiv.com:20221108:nFWN324A16:1,NS:RTRS
2022-11-08 16:56:34.647000+00:00,NATWEST GROUP DISLOSES 16.66% STAKE IN PERMANENT TSB GROUP HOLDINGS AS OF NOV 7 - FILING,urn:newsml:newswire.refinitiv.com:20221108:nFWN324A16:1,NS:RTRS
2022-11-07 18:02:54+00:00,"UK banks were slow to pass on rate hikes to savers, says watchdog",urn:newsml:newswire.refinitiv.com:20221107:nL8N3235Q1:6,NS:RTRS
2022-11-07 07:44:27+00:00,BRIEF-Permanent TSB completes acquisition of Ulster Bank mortgages,urn:newsml:newswire.refinitiv.com:20221107:nFWN32201P:1,NS:RTRS
2022-11-07 07:37:40.275000+00:00,PERMANENT TSB GROUP HOLDINGS PLC <IL0A.I> : LOANS WITH VALUE OF EUR 5.2BN ARE BEING MIGRATED TODAY AND REMAINING C. EUR 1BN EXPECTED TO MIGRATE IN Q2 2023 BUT NO LATER THAN Q4 2023,urn:newsml:newswire.refinitiv.com:20221107:nFWN32201P:2,NS:RTRS
2022-11-07 07:36:17.259000+00:00,PERMANENT TSB GROUP HOLDINGS PLC <IL0A.I> : COMPLETION OF ACQUISITION OF ULSTER BANK RETAIL BUSINESS,urn:newsml:newswire.refinitiv.com:20221107:nFWN32201P:1,NS:RTRS
2022-11-04 11:35:41+00:00,BRIEF-NatWest Group Completes Pricing Of $1.5 Bln 7.472% Senior Callable Notes,urn:newsml:newswire.refinitiv.com:20221104:nTUC4TH7XG:1,NS:RTRS
2022-11-04 11:20:45.254000+00:00,NATWEST GROUP PLC - OFFERING IS SCHEDULED TO CLOSE ON 10 NOV,urn:newsml:newswire.refinitiv.com:20221104:nTUC4TH7XG:2,NS:RTRS
2022-11-04 11:19:41.841000+00:00,NATWEST GROUP PLC  - PRICING OF USD 7.472% SENIOR CALLABLE NOTES,urn:newsml:newswire.refinitiv.com:20221104:nTUC4TH7XG:1,NS:RTRS
2022-11-04 06:03:34.043000+00:00,NATWEST GROUP PLC <NWG.L>: CITIGROUP CUTS PRICE TARGET TO 425P FROM 455P,urn:newsml:newswire.refinitiv.com:20221104:nFWN3201Y9:1,NS:RTRS
2022-11-03 12:50:50+00:00,"LLOYDS SHARES DOWN 1.8%, BARCLAYS DOWN 2%, NATWEST DOWN 2.1%",urn:newsml:newswire.refinitiv.com:20221103:nL8N31Z6OY:2,NS:RTRS
2022-11-03 12:50:49+00:00,UK BANK STOCKS FALL FURTHER AFTER BOE RATE RISE AND BAILEY COMMENTS,urn:newsml:newswire.refinitiv.com:20221103:nL8N31Z6OY:1,NS:RTRS
2022-10-31 08:04:57+00:00,"NATWEST <NWG.L>, LLOYDS <LLOY.L>, BARCLAYS <BARC.L> UP BETWEEN 1.2% AND 2.8%",urn:newsml:newswire.refinitiv.com:20221031:nL8N31W1VE:2,NS:RTRS
2022-10-31 08:04:57+00:00,UK BANK INDEX <.FTNMX301010> UP 1% AFTER SUNDAY TIMES REPORT SAYS UK UNLIKELY TO SEEK MORE WINDFALL TAX,urn:newsml:newswire.refinitiv.com:20221031:nL8N31W1VE:1,NS:RTRS
2022-10-31 06:57:48.307000+00:00,NATWEST GROUP PLC <NWG.L>: BARCLAYS RAISES TARGET PRICE TO 400P FROM 370P,urn:newsml:newswire.refinitiv.com:20221031:nAZN0OS31F:1,NS:RTRS
2022-10-31 04:12:47.763000+00:00,NATWEST GROUP PLC <NWG.L>: CREDIT SUISSE RAISES TARGET PRICE TO 370P FROM 350P,urn:newsml:newswire.refinitiv.com:20221031:nFWN31W0FD:1,NS:RTRS
2022-10-28 16:28:21+00:00,"UPDATE 2-Commodity stocks, Natwest drag FTSE 100 lower",urn:newsml:newswire.refinitiv.com:20221028:nL4N31T20D:5,NS:RTRS
2022-10-28 14:30:25.412000+00:00,Refinitiv Newscasts - UK Week Ahead: Bank of England flies blind on rates decision,urn:newsml:newswire.refinitiv.com:20221028:nRTV1B3nRz:2,NS:RTRS
2022-10-28 11:01:20+00:00,BREAKINGVIEWS-NatWest shows bank investors were right to fret,urn:newsml:newswire.refinitiv.com:20221028:nL4N31T371:4,NS:RTRS
2022-10-28 09:42:30+00:00,UPDATE 3-NatWest shares plunge after warning on rising costs,urn:newsml:newswire.refinitiv.com:20221028:nL8N31T1RP:1,NS:RTRS
2022-10-28 09:25:07.502000+00:00,Refinitiv Newscasts - Reuters Today: European stocks head lower on mixed earnings,urn:newsml:newswire.refinitiv.com:20221028:nRTV8ZkrHj:7,NS:RTRS
2022-10-28 09:17:04.133000+00:00,Refinitiv Newscasts - UK Day Ahead: German GDP numbers may herald a recession,urn:newsml:newswire.refinitiv.com:20221027:nRTV6Bnm2T:13,NS:RTRS
